Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
14/09/2010,"Drumrora, Ballyjamesduff",,Cavan,"€270,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
15/09/2010,"Corratuber Upper and Lower, Dowra",,Cavan,"€31,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/09/2010,"Dublin Road, Kingscourt",,Cavan,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/09/2010,"Annalee, Cootehill",,Cavan,"€71,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/09/2010,"Corryrourke, Mullagh",,Cavan,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/09/2010,"Drumheel, Ballinagh",,Cavan,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/09/2010,"22 Dun na Carraige, Rock Road, Cavan",,Cavan,"€129,750.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/09/2010,"Lodge 19  Cornadarragh Forrest Park, Belturbet, Cavan",,Cavan,"€127,511.01",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/09/2010,"Number 1, The Pines, Bailieborough",,Cavan,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/09/2010,"Tonyfoyle, Bailieborough",,Cavan,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/09/2010,"Crosserlough, Castlerahan",,Cavan,"€228,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2010,"Moynagh Lower, Finea",,Cavan,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/09/2010,"36 Loreto Wood, Drumalee, Cavan",,Cavan,"€102,700.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
29/09/2010,"Leitrm, Bailieborough",,Cavan,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/10/2010,"Cashel, Maudabawn, Cootehill",,Cavan,"€23,260.00",Yes,No,Second-Hand Dwelling house /Apartment,
04/10/2010,"Killarah, Ballyconnell",,Cavan,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2010,"Latt, Cavan",,Cavan,"€120,622.00",No,No,Second-Hand Dwelling house /Apartment,
07/10/2010,"Carrickacroy, Kilnaleck",,Cavan,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/10/2010,"'St. Anthony's', Billis, Cavan",,Cavan,"€127,500.00",No,No,Second-Hand Dwelling house /Apartment,
08/10/2010,"Crossreagh, Virginia",,Cavan,"€232,500.00",No,No,Second-Hand Dwelling house /Apartment,
12/10/2010,"Greaghadoo, Killinkere, Virginia",,Cavan,"€180,617.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
13/10/2010,"Furnaceland, Swanlibar",,Cavan,"€68,500.00",No,No,Second-Hand Dwelling house /Apartment,
14/10/2010,"40 An Tor Aonarach, Rocks Road, Kingscourt",,Cavan,"€202,643.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
15/10/2010,"10 Sean Lee Drive, Kilconny, Belturbet",,Cavan,"€99,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/10/2010,"21 AN TOR AONARACH, ROCKS ROAD, KINGSCOURT",,Cavan,"€250,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
15/10/2010,"41 Kempton Court, Drumalee, Cavan",,Cavan,"€96,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/10/2010,"18 Dun Mullach, Mullagh",,Cavan,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/10/2010,"5  Ard Na Laoi, Drumalee",,Cavan,"€157,500.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2010,"Cormore, Arva",,Cavan,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/10/2010,"Cormeen, Ballyjamesduff, Co Cavan",,Cavan,"€246,696.03",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
26/10/2010,"54 Drum Carriag, Drumalee",,Cavan,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/10/2010,"The Old School House, Kilderry, Kilnalack",,Cavan,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/10/2010,"castlerahan, ballyjamesduff, co. cavan",,Cavan,"€197,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
28/10/2010,"39 Ardkill Place, Ballinagh",,Cavan,"€114,600.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
28/10/2010,"Liscannon, Tullyco, Cootehill",,Cavan,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2010,"34 Lough Eala, Lough Gowna",,Cavan,"€215,172.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
29/10/2010,"Lisclone, Poles",,Cavan,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/11/2010,"Lisgrey, Virginia",,Cavan,"€285,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
02/11/2010,"Cornaseer, Cavan",,Cavan,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/11/2010,"11 Cherrymount, Keadue, Cavan",,Cavan,"€187,500.00",No,No,Second-Hand Dwelling house /Apartment,
03/11/2010,"38 Ardkill PLace, Ballinagh",,Cavan,"€130,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
03/11/2010,"Corgeagh, shercock",,Cavan,"€125,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
03/11/2010,"Shancroghan, Killeshandra",,Cavan,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/11/2010,"3  Pine Crescent, Drumgola Woods, Cavan",,Cavan,"€186,321.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
05/11/2010,"8  Fana Rua, Kells Road, Kingscourt",,Cavan,"€150,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
05/11/2010,"No 1 Cois na Habhainn, Drumalee, Cavan",,Cavan,"€132,159.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
08/11/2010,"12 Griffith Park, Cootehill",,Cavan,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/11/2010,"Portaliffe, Killeshandra, Co Cavan",,Cavan,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/11/2010,"Drumoosclin, Enagh, Drumhillagh South",,Cavan,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/11/2010,"Derryheen, Butlersbridge, Cavan",,Cavan,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/11/2010,"Drumkerril, Killeshandra",,Cavan,"€180,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
10/11/2010,"NO 14, Millstream, Mullagh",,Cavan,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2010,"Crosserlough, Ballyjamesduff",,Cavan,"€36,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/11/2010,"14 Englewood Drive, Shercock",,Cavan,"€105,726.87",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
16/11/2010,"34 Swiftbrook Glen, Virginia",,Cavan,"€224,669.59",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
17/11/2010,"2 The Grove, Ballyjamesduff",,Cavan,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2010,"Lackan Lower, Ballinagh",,Cavan,"€127,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2010,"12 Oakwood Crescent, Ballyhaise",,Cavan,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2010,"13 Thorndale Close, Rocks Road, Kingscourt",,Cavan,"€89,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2010,"Corraweelis, Carrickaboy",,Cavan,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2010,"118 College Street, Cavan",,Cavan,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2010,"55 Daisyhill Manor, Ballyconnell",,Cavan,"€211,453.73",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
22/11/2010,"Number 4, Leitrim, Bailieborough",,Cavan,"€176,211.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
23/11/2010,"Apartment 35, The Regan, Railway View  Belturbet",,Cavan,"€60,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
23/11/2010,"Dunaweel, Killeshandra",,Cavan,"€60,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
23/11/2010,"Knocknaveigh, Virginia",,Cavan,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/11/2010,"66 Fairgreen Park, Mullagh",,Cavan,"€115,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/11/2010,"No 7 Swellan Court, Swellan, Cavan",,Cavan,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2010,"10 Fana Rua, Kells Road, Kingscourt",,Cavan,"€132,158.59",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
26/11/2010,"Tierlahood, Stradone",,Cavan,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/11/2010,"68 Ard Dun, Kells Road, Kingscourt",,Cavan,"€127,753.30",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/12/2010,"17 Carraig Beag, Drumalee",,Cavan,"€100,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
01/12/2010,"Aghacashel, Ballyjamesduff, Co. Cavan",,Cavan,"€310,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
01/12/2010,"Corlateerin, Crosserlough",,Cavan,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/12/2010,"No 16 Carraig Beag, Drumalee, Cavan",,Cavan,"€100,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
02/12/2010,"1 LOCH EALA, GOWAN",,Cavan,"€638,766.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
03/12/2010,"Corrodoa, Virginia",,Cavan,"€475,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
06/12/2010,"88 Lakeview, The Fairgreen, Cavan",,Cavan,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2010,"Beagh Glebe, Killinkere, Virginia",,Cavan,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2010,"Dunaweel, Killeshandra",,Cavan,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/12/2010,"2 Sliabh Rosann, Mullagh, Co. Cavan",,Cavan,"€140,969.16",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
10/12/2010,"22 An Tor Aonarach, Rocks Road, Kingscourt",,Cavan,"€162,995.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
10/12/2010,"35 Killians Court, Mullagh",,Cavan,"€70,485.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/12/2010,"Carrickabane, Ballinagh",,Cavan,"€154,050.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
10/12/2010,"Pollakeel, Carrickaboy",,Cavan,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2010,"Drummullan, Cavan",,Cavan,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2010,"Cavanarainey, Drung, Cavan",,Cavan,"€19,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2010,"Seeorum, Bailieborough",,Cavan,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2010,"20 Dartry Park, Cootehill",,Cavan,"€130,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/12/2010,"10 Drumman, Cootehill",,Cavan,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2010,"2 FOALIES BRIDGE, GREATHILL, BELTURBET",,Cavan,"€154,185.01",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
17/12/2010,"8  Athbara, Cavan",,Cavan,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2010,"DRUMCASK, & COMMAS",,Cavan,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2010,"29 Harmony Heights, Cavan",,Cavan,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2010,"55 Ardkill, Ballinagh, Cavan",,Cavan,"€120,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/12/2010,"Lisagoan, Kingscourt",,Cavan,"€20,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2010,"No. 5, Ashbrooke Manor, Moynehall",,Cavan,"€171,500.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
22/12/2010,"61 Ard Dun, Kells Road, Kingscourt",,Cavan,"€158,590.30",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
22/12/2010,"Billis, Virgina",,Cavan,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2010,"Main Street, Cavan",,Cavan,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/12/2010,"Moodogue, Ballyjamesduff",,Cavan,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2011,"Crocknahattina, Bailieborough",,Cavan,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2011,"Lisagoan, Kingscourt",,Cavan,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2011,"Killyfassy, Mountnugent",,Cavan,"€67,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/01/2011,"Lisreagh, Cavan",,Cavan,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/01/2011,"No. 1 Buttercup Hill, Rocklands, Cavan",,Cavan,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/01/2011,"Drutamy, Bailieborough",,Cavan,"€95,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
20/01/2011,"6 Ashgrove, Ballyjamesduff, County Cavan",,Cavan,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2011,"Tanderagee, Kells Road, Bailieborough",,Cavan,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/01/2011,"3 Cois Abhainn, Bridgeview, Virginia",,Cavan,"€118,942.73",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/01/2011,"69 Ard Duin, Kingscourt",,Cavan,"€149,779.72",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/01/2011,"Billis Bridge, Virginia",,Cavan,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2011,"Mullaghduff, Ballyconnell",,Cavan,"€250,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
26/01/2011,"9 Fairhill House, Shercock",,Cavan,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/01/2011,"138 The Drumlins, Virginia",,Cavan,"€137,445.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/01/2011,"Bawn, Killeshandra",,Cavan,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/01/2011,"Moher, New Inns, Ballyjamesduff",,Cavan,"€345,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
28/01/2011,"Killymullins, Drung",,Cavan,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/01/2011,"Legnagrow, Glangevlin",,Cavan,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/02/2011,"Carracarrow, New Inns, Ballyjamesduff",,Cavan,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/02/2011,"4 Farnham Street, Cavan",,Cavan,"€1,150,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/02/2011,"23 Bellamount View, Cootehill",,Cavan,"€180,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/02/2011,"48 River Crescent, Virginia",,Cavan,"€209,691.63",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
04/02/2011,"Corporation Lands, Belturbet",,Cavan,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/02/2011,"Creighan, Cavan",,Cavan,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/02/2011,"'An Carraig Bui', Kells Road, Kingscourt",,Cavan,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/02/2011,"Aghadrumgowna, Tullyco, Cootehill",,Cavan,"€195,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
10/02/2011,"Clifferna, Stradone",,Cavan,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/02/2011,"4 Tulach Ard, Rathdrum, Virginia",,Cavan,"€150,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
15/02/2011,"8 Hawthorn Hill, Bailieborough",,Cavan,"€79,252.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
16/02/2011,"1 Deerpark  Manor, Virginia, Co. Cavan",,Cavan,"€154,185.02",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
16/02/2011,"50 Ardkill Place, Garrymore, Ballinagh",,Cavan,"€105,726.87",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/02/2011,"Old Medical Hall, Main Street, Blacklion",,Cavan,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/02/2011,"158 Barrack Road, Kilnaleck",,Cavan,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/02/2011,"Killynagher, Belturbet",,Cavan,"€181,708.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
21/02/2011,"DRUMNAVANNAGH, CAVAN",,Cavan,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/02/2011,"7 PERCY FRENCH PARK, BALLYJAMESDUFF",,Cavan,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/02/2011,"9 Lismeen Hills, Ballyjamesduff",,Cavan,"€96,916.29",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/02/2011,"Kilconny, Belturbet",,Cavan,"€106,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/02/2011,"Brankhill, Belturbet",,Cavan,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/02/2011,"Killygowan, Cavan",,Cavan,"€194,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/02/2011,"30 Belerne River Village, Belturbet",,Cavan,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/03/2011,"Kilnacrott, Ballyjamesduff, Co Cavan",,Cavan,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/03/2011,"35 Rampart View, Virginia",,Cavan,"€165,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/03/2011,"Drumelis, Cavan",,Cavan,"€600,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2011,"2 Forge Lane, Ryefield",,Cavan,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2011,"CARRICKACROMIN, BAILIEBOROUGH",,Cavan,"€100,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
15/03/2011,"Stragelliffe, Cavan",,Cavan,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2011,"Portanure, Gowna",,Cavan,"€28,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/03/2011,"Corratinner, Killinkere",,Cavan,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/03/2011,"Druminduff, New Inns, Ballyjamesduff",,Cavan,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/03/2011,"Haycyon, Drumalee, Cavan",,Cavan,"€129,671.00",No,No,Second-Hand Dwelling house /Apartment,
29/03/2011,"36  Ardlo Manor, Mullagh",,Cavan,"€68,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/03/2011,"6A Drumlins, Glenside Road, Cavan",,Cavan,"€127,752.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/03/2011,"RAHARDRUM, VIRGINIA",,Cavan,"€146,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/03/2011,"7 Cois Na hAbhann, Cootehill Road, Cavan",,Cavan,"€136,079.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
30/03/2011,"Coolbawn, Corlismore",,Cavan,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/04/2011,"Ladonigan, Tunnyduff, Bailieborough",,Cavan,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/04/2011,"5 Main Street, Kingscourt",,Cavan,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
